ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,twf,hdf,pwf,osf,rnf,machine_failure,power_w
2026-09-01 0:17,CNC-01,L,299.1021019,310.9746546,2811.099488,14.14706731,58.12494401,3.356966887,7.543898672,49.23464964,0,0,0,0,0,0,4164.58043
2026-09-01 0:17,CNC-02,M,298.9168375,310.2188049,2678.421737,14.93046502,22.78177362,3.203256154,7.390158527,56.72898082,0,0,0,0,0,0,4187.7516
2026-09-01 0:17,CNC-03,H,299.0208362,310.6397758,2624.200212,15.89668073,34.54794315,3.168998213,7.733956445,52.43805783,0,0,0,0,0,0,4368.496942
2026-09-01 0:18,CNC-01,L,298.9988608,311.5893459,2653.494749,18.83968413,59.21212984,3.264908245,9.567575166,47.97008422,0,0,0,0,0,0,5235.045582
2026-09-01 0:18,CNC-02,M,298.8096695,311.143307,2569.596697,18.73639905,23.89935809,3.223493029,9.308738489,53.58645425,0,0,0,0,0,0,5041.731469
2026-09-01 0:18,CNC-03,H,298.8377248,309.6839851,2631.239309,11.49893012,35.61793538,3.186303422,5.79530301,56.26834449,0,0,1,0,0,1,3168.446668
2026-09-01 0:19,CNC-01,L,298.8878857,310.635456,2761.657305,14.57398181,60.27155938,3.368821431,7.548998019,48.73311082,0,0,0,0,0,0,4214.796656
2026-09-01 0:19,CNC-02,M,298.9456019,310.132175,2806.894588,12.61792004,24.94856337,3.191939259,6.5072292,56.57925307,0,0,0,0,0,0,3708.877524
2026-09-01 0:19,CNC-03,H,298.886428,310.2514437,2654.933427,14.72296695,36.67677198,3.267737048,6.90361729,59.73028696,0,0,0,0,0,0,4093.337843
2026-09-01 0:20,CNC-01,L,298.962824,310.8172171,2795.258448,14.89899042,61.32704094,3.393810874,7.827001554,55.6169719,0,0,0,0,0,0,4361.214302
2026-09-01 0:20,CNC-02,M,298.8848501,310.937882,2820.911185,17.21386121,25.97856337,3.354197837,8.951507881,56.59286703,0,0,0,0,0,0,5085.062884
2026-09-01 0:20,CNC-03,H,298.577891,310.1964752,2656.636953,13.53511239,37.73781629,3.296452969,6.516651117,51.9920445,0,0,0,0,0,0,3765.500361
2026-09-01 0:21,CNC-01,L,298.8358492,310.9337614,2793.416625,16.09022334,62.36774572,3.327376739,8.260168659,52.10003087,0,0,0,0,0,0,4706.807141
2026-09-01 0:21,CNC-02,M,299.2013117,310.2674328,2680.532618,13.48216786,27.03452555,3.258867113,6.652361758,52.9766093,0,0,0,0,0,0,3784.508145
2026-09-01 0:21,CNC-03,H,298.5848816,310.1019682,2679.908749,15.43257586,38.81032191,3.231540071,7.796524282,48.54873904,0,0,0,0,0,0,4330.988642
2026-09-01 0:22,CNC-01,L,299.2504684,311.5413542,2612.669149,18.66761103,63.46566499,3.106718115,9.114435543,53.49253595,0,0,0,0,0,0,5107.422414
2026-09-01 0:22,CNC-02,M,298.737911,310.2763435,2680.049116,13.94112425,28.09999032,3.232800766,6.772501273,51.36152656,0,0,0,0,0,0,3912.633501
2026-09-01 0:22,CNC-03,H,298.8148214,310.3485104,2777.081714,12.54719783,39.8598927,3.201476464,6.667868118,51.96257677,0,0,0,0,0,0,3648.917314
2026-09-01 0:23,CNC-01,L,299.2698203,311.2006297,2772.453032,14.79557873,64.52238761,3.456325378,7.774323467,54.86583017,0,0,0,0,0,0,4295.60929
2026-09-01 0:23,CNC-02,M,298.8360593,310.3810255,2772.995502,12.83922829,29.15730505,3.373996377,6.735231881,52.74540526,0,0,0,0,0,0,3728.35025
2026-09-01 0:23,CNC-03,H,298.7828751,310.1479408,2762.070652,14.00511818,40.90283404,3.351816894,7.368863845,53.18013116,0,0,0,0,0,0,4050.887471
2026-09-01 0:24,CNC-01,L,299.2842628,311.1333921,2740.555798,13.27739131,65.57101686,3.224752638,6.810014117,46.75266611,0,0,0,0,0,0,3810.48294
2026-09-01 0:24,CNC-02,M,298.8845093,310.3276881,2771.795791,12.93161155,30.20428131,3.228761274,6.69617263,47.74044137,0,0,0,0,0,0,3753.552541
2026-09-01 0:24,CNC-03,H,298.8022966,309.9871177,2663.870642,13.05835425,41.93283404,3.155517063,6.365307032,53.49748669,0,0,0,0,0,0,3642.756952
2026-09-01 0:25,CNC-01,L,298.9427978,309.8837891,2720.448302,9.612596379,66.62205764,3.291919285,4.953150013,54.14062802,0,0,1,0,0,1,2738.481443
2026-09-01 0:25,CNC-02,M,298.7777539,310.903285,2663.803876,16.93176199,31.29833353,3.212510284,8.546886626,50.73955502,0,0,0,0,0,0,4723.163933
2026-09-01 0:25,CNC-03,H,298.6931858,309.8140214,2692.19102,11.89107619,43.00984066,3.344274363,6.168430143,54.62949229,0,0,1,0,0,1,3352.398602
2026-09-01 0:26,CNC-01,L,299.2090142,311.7520968,2638.298101,18.36236431,67.69976252,3.206039492,9.268258156,50.9526175,0,0,0,0,0,0,5073.189469
2026-09-01 0:26,CNC-02,M,299.0366714,311.0361491,2624.349496,15.57079111,32.3892561,3.187029416,7.458100681,52.29860692,0,0,0,0,0,0,4279.184065
2026-09-01 0:26,CNC-03,H,298.9545447,311.146632,2548.076625,19.38565075,44.09127855,3.072277444,9.445019894,53.98886315,0,0,0,0,0,0,5172.74996
2026-09-01 0:27,CNC-01,L,299.0428229,311.4114886,2682.312088,18.11957003,68.77259736,3.355973736,9.224620259,55.67649792,0,0,0,0,0,0,5089.625322
2026-09-01 0:27,CNC-02,M,298.7455447,310.6718552,2632.682314,15.9952769,33.47782435,3.184013617,7.835020842,56.13084835,0,0,0,0,0,0,4409.799427
2026-09-01 0:27,CNC-03,H,298.9353149,310.3134443,2657.171779,14.40863958,45.1423896,3.292332829,6.926407031,56.83216995,0,0,0,0,0,0,4009.32468
2026-09-01 0:28,CNC-01,L,298.8422823,311.2507595,2719.245624,17.84954488,69.84699187,3.363605166,9.249982485,54.76584449,0,0,0,0,0,0,5082.813836
2026-09-01 0:28,CNC-02,M,298.8203001,310.5548202,2597.22142,15.3988865,34.55489101,3.145084804,7.735646575,52.0730614,0,0,0,0,0,0,4188.195172
2026-09-01 0:28,CNC-03,H,298.2753434,310.4917986,2628.201055,18.2002504,46.23360615,3.130424128,9.074664169,55.54322735,0,0,0,0,0,0,5009.156106
2026-09-01 0:29,CNC-01,L,298.8473842,311.3931919,2625.875005,18.70760005,70.92207517,3.065138957,9.266798563,53.00789822,0,0,0,0,0,0,5144.234336
2026-09-01 0:29,CNC-02,M,298.853581,311.2526123,2560.576902,20.30856162,35.66311114,3.205654605,9.540060035,56.90717114,0,0,0,0,0,0,5445.598358
2026-09-01 0:29,CNC-03,H,298.7045279,310.1897874,2724.88726,15.29441558,47.28975828,3.196888327,7.777704362,53.40942978,0,0,0,0,0,0,4364.254244
2026-09-01 0:30,CNC-01,L,298.9280462,311.0809949,2487.794764,18.0254034,72.04863448,2.971554953,8.292377995,54.03873836,0,0,0,0,0,0,4696.000778
2026-09-01 0:30,CNC-02,M,298.8344594,310.3128585,2834.030322,14.45569751,36.69856082,3.3573444,7.692572136,54.61206898,0,0,0,0,0,0,4290.146891
2026-09-01 0:30,CNC-03,H,298.7161614,310.7759233,2779.295728,15.96791751,48.32658094,3.300641464,8.272543482,51.812762,0,0,0,0,0,0,4647.41717
2026-09-01 0:31,CNC-01,L,298.9816095,310.6797777,2679.402417,14.12231255,73.09890824,3.33187027,6.853362133,53.32480468,0,0,0,0,0,0,3962.528343
2026-09-01 0:31,CNC-02,M,298.651802,310.5192845,2615.198405,17.09750394,37.78615445,3.212847817,8.460909005,55.19337983,0,0,0,0,0,0,4682.372636
2026-09-01 0:31,CNC-03,H,298.9907692,310.4009507,2731.776399,14.03830567,49.39380574,3.180173838,7.127902783,54.75278852,0,0,0,0,0,0,4015.951517
2026-09-01 0:32,CNC-01,L,299.0237992,310.7934687,2787.833811,13.68250809,74.14616858,3.39794073,7.03099965,52.46164509,0,0,0,0,0,0,3994.488844
2026-09-01 0:32,CNC-02,M,298.7035372,310.9628724,2677.488613,20.10232534,38.86065199,3.114631558,10.13642207,55.55648939,0,0,0,0,0,0,5636.409625
2026-09-01 0:32,CNC-03,H,298.6897094,309.9148538,2750.67328,11.97077201,50.46027099,3.379967768,6.234694204,52.72889102,0,0,1,0,0,1,3448.178868
2026-09-01 0:33,CNC-01,L,298.9356443,309.9022564,2781.968183,10.14835256,75.18454952,3.301202409,5.222075645,53.31833444,0,0,1,0,0,1,2956.489378
2026-09-01 0:33,CNC-02,M,298.5361053,310.7047941,2850.251308,16.11172446,39.9274569,3.464536469,8.484888037,52.86691561,0,0,0,0,0,0,4808.989154
2026-09-01 0:33,CNC-03,H,298.7810001,310.6900879,2723.786067,15.62651044,51.5398542,3.210577256,8.087146208,54.27961126,0,0,0,0,0,0,4457.215359
2026-09-01 0:34,CNC-01,L,298.873559,311.2103505,2722.738583,15.76052042,76.26599462,3.3111812,7.966002734,53.88126383,0,0,0,0,0,0,4493.710782
2026-09-01 0:34,CNC-02,M,298.7484435,310.8208274,2736.641317,17.18931756,40.99743328,3.196466346,8.546010008,56.60849833,0,0,0,0,0,0,4926.121649
2026-09-01 0:34,CNC-03,H,298.7566695,310.7195924,2764.132683,15.99903019,52.5698542,3.223905076,8.477360856,50.4120875,0,0,0,0,0,0,4631.068042
2026-09-01 0:35,CNC-01,L,299.0935805,311.4340966,2594.116281,18.35510462,77.36300618,3.162650785,8.970164783,55.10384667,0,0,0,0,0,0,4986.260014
2026-09-01 0:35,CNC-02,M,298.7003807,310.4709907,2807.361204,14.85522235,42.02743328,3.337864377,8.050787093,57.16211779,0,0,0,0,0,0,4367.230039
2026-09-01 0:35,CNC-03,H,298.6124799,309.9308532,2715.723554,13.67272338,53.63235499,3.330063795,6.686524004,49.98951931,0,0,0,0,0,0,3888.384512
2026-09-01 0:36,CNC-01,L,298.8626135,311.5768691,2655.213862,17.65792836,78.42291191,3.220819649,9.122514434,53.76360523,0,0,0,0,0,0,4909.846053
2026-09-01 0:36,CNC-02,M,298.5381428,310.5455325,2788.467384,15.76419812,43.08681041,3.251423758,8.574298712,54.42346414,0,0,0,0,0,0,4603.265998
2026-09-01 0:36,CNC-03,H,298.5595119,310.3888899,2642.407121,16.59415178,54.71148738,3.133246061,8.265359566,53.97141223,0,0,0,0,0,0,4591.804689
2026-09-01 0:37,CNC-01,L,298.8588213,311.0613094,2834.298582,15.18142209,79.46121819,3.429154109,8.219307191,53.09850359,0,0,0,0,0,0,4505.953158
2026-09-01 0:37,CNC-02,M,298.7648362,310.3421468,2728.537569,14.89898034,44.13109057,3.377030975,7.367836516,50.89847493,0,0,0,0,0,0,4257.112264
2026-09-01 0:37,CNC-03,H,298.7794367,310.6058587,2686.212632,14.30605055,55.78411908,3.260013534,7.340250236,53.44811607,0,0,0,0,0,0,4024.285281
2026-09-01 0:38,CNC-01,L,298.8635596,310.3822255,2729.483669,12.95010543,80.50018665,3.33792152,6.623265335,53.9085316,0,0,0,0,0,0,3701.53979
2026-09-01 0:38,CNC-02,M,298.5031045,310.4564296,2700.836947,15.19344752,45.17959965,3.178874192,7.517586668,57.6484966,0,0,0,0,0,0,4297.177709
2026-09-01 0:38,CNC-03,H,298.518353,309.97879,2715.490942,12.99425359,56.83338958,3.19187426,6.826096941,54.08219519,0,0,0,0,0,0,3695.118024
2026-09-01 0:39,CNC-01,L,298.8804464,311.7952869,2681.869749,19.10686763,81.58360429,3.250188165,9.470046713,50.65827207,0,0,0,0,0,0,5366.063336
2026-09-01 0:39,CNC-02,M,298.7020338,310.278905,2801.053093,13.49188318,46.20959965,3.45255889,7.312128408,51.65015015,0,0,0,0,0,0,3957.514647
2026-09-01 0:39,CNC-03,H,298.5525883,310.2740745,2747.825971,15.13262585,57.89463653,3.285894098,7.670024845,51.28251472,0,0,0,0,0,0,4354.438251
2026-09-01 0:40,CNC-01,L,298.7100386,311.0469226,2583.961312,18.027381,82.67000382,3.154304678,8.761620643,58.2860163,0,0,0,0,0,0,4878.061399
2026-09-01 0:40,CNC-02,M,298.5013075,310.5795473,2778.541548,15.97129534,47.23959965,3.373836927,8.267626644,55.10030673,0,0,0,0,0,0,4647.138905
2026-09-01 0:40,CNC-03,H,298.7627359,309.7143724,2749.181716,13.30021546,58.95049354,3.24937379,7.118127435,47.51906871,0,0,0,0,0,0,3829.04739
2026-09-01 0:41,CNC-01,L,298.7609257,309.9688778,2666.625867,13.78542223,83.75060746,3.227022758,7.080099187,54.64320257,0,0,0,0,0,0,3849.557209
2026-09-01 0:41,CNC-02,M,298.7499286,310.9452587,2748.776498,16.30950633,48.2963824,3.245291799,8.283798496,52.72662897,0,0,0,0,0,0,4694.710996
2026-09-01 0:41,CNC-03,H,298.7079227,309.8346312,2785.336967,11.77586203,59.98049354,3.352361887,6.052916217,53.57976367,0,0,1,0,0,1,3434.781142
2026-09-01 0:42,CNC-01,L,299.2653975,311.1194759,2741.26921,15.08598593,84.79516335,3.293874082,8.05334248,51.49177916,0,0,0,0,0,0,4330.659159
2026-09-01 0:42,CNC-02,M,298.630901,310.2885326,2599.345116,15.97630259,49.39388819,3.295285983,7.700981264,50.89065519,0,0,0,0,0,0,4348.794043
2026-09-01 0:42,CNC-03,H,298.7673682,311.0719459,2721.769348,17.6470708,61.0671033,3.23769581,8.903615279,50.53906529,0,0,0,0,0,0,5029.821406
2026-09-01 0:43,CNC-01,L,298.6601774,310.8505111,2616.664168,18.12862137,85.86686658,3.146338484,8.729693856,54.5039278,0,0,0,0,0,0,4967.540125
2026-09-01 0:43,CNC-02,M,298.6672617,310.8911921,2660.767001,18.33626407,50.45372989,3.301568029,9.291946988,51.00125814,0,0,0,0,0,0,5109.122532
2026-09-01 0:43,CNC-03,H,298.772787,310.0503159,2721.745845,12.18596819,62.11438228,3.221281944,6.569414869,55.52858138,0,0,1,0,0,1,3473.251459
2026-09-01 0:44,CNC-01,L,298.9583913,311.6410403,2773.984295,17.43159058,86.93532782,3.421089574,9.278469383,53.21752088,0,0,0,0,0,0,5063.719415
2026-09-01 0:44,CNC-02,M,298.7234784,310.979459,2702.257925,16.72308053,51.54378587,3.268544307,8.287744301,54.14311815,0,0,0,0,0,0,4732.293786
2026-09-01 0:44,CNC-03,H,298.5067674,311.0108949,2484.215403,20.06269415,63.2336084,3.066804619,9.6477999,52.24260525,0,0,0,0,0,0,5219.238232
2026-09-01 0:45,CNC-01,L,298.9502626,310.6657585,2640.653243,14.25612324,88.00707645,3.40662486,7.010752671,55.67602271,0,0,0,0,0,0,3942.225246
2026-09-01 0:45,CNC-02,M,298.6100328,309.5924827,2778.456583,12.1792358,52.57840019,3.326644675,6.289172546,55.88260196,0,0,0,0,0,0,3543.661836
2026-09-01 0:45,CNC-03,H,298.3953981,310.544331,2640.564169,17.32203405,64.30832126,3.174909696,8.519667615,53.49606392,0,0,0,0,0,0,4789.875572
2026-09-01 0:46,CNC-01,L,299.0501026,310.9605482,2589.00806,16.06552099,89.09863964,3.192347203,7.749544521,50.11796041,0,0,0,0,0,0,4355.688711
2026-09-01 0:46,CNC-02,M,298.6291254,310.9581438,2628.243611,16.86030796,53.64869999,3.214878637,8.1236317,57.02460211,0,0,0,0,0,0,4640.446159
2026-09-01 0:46,CNC-03,H,298.436349,310.7780994,2666.984821,16.86537967,65.37108853,3.328660877,8.732912675,57.906863,0,0,0,0,0,0,4710.26438
2026-09-01 0:47,CNC-01,L,298.9390431,312.0893169,2649.639962,20.83509813,90.17100523,3.250640528,10.31532861,56.95359611,0,0,0,0,0,0,5781.107343
2026-09-01 0:47,CNC-02,M,298.52304,310.162836,2680.987917,14.33408355,54.7180397,3.274696167,7.129107342,51.78089406,0,0,0,0,0,0,4024.328333
2026-09-01 0:47,CNC-03,H,298.5715339,311.0757073,2695.677402,17.63865353,66.43072114,3.293455388,8.898220126,52.98285405,0,0,0,0,0,0,4979.227454
2026-09-01 0:48,CNC-01,L,299.1191905,311.0814391,2546.271148,15.83514151,91.25727278,3.340671395,7.668209922,55.74258628,0,0,0,0,0,0,4222.359583
2026-09-01 0:48,CNC-02,M,298.4723843,311.7024666,2661.887509,20.38647264,55.79777678,3.209347974,10.0534587,48.94875239,0,0,0,0,0,0,5682.774264
2026-09-01 0:48,CNC-03,H,298.3002735,310.4075721,2747.056162,16.49901272,67.49585083,3.244724922,8.388930774,58.06499171,0,0,0,0,0,0,4746.288289
2026-09-01 0:49,CNC-01,L,298.8720041,310.9414935,2674.840575,16.57728905,92.32544776,3.190425444,8.276318425,55.40404899,0,0,0,0,0,0,4643.442058
2026-09-01 0:49,CNC-02,M,298.835105,311.0455087,2750.595339,17.53295167,56.86075108,3.313383881,9.129671931,51.23390466,0,0,0,0,0,0,5050.220683
2026-09-01 0:49,CNC-03,H,298.6228355,310.838289,2523.790038,18.54493907,68.59310329,3.15035916,8.800737956,52.85445415,0,0,0,0,0,0,4901.25446
2026-09-01 0:50,CNC-01,L,299.004028,310.2574198,2642.881894,11.89877944,93.40052142,3.219398099,6.02339572,52.69172152,0,0,1,0,0,1,3293.129338
2026-09-01 0:50,CNC-02,M,298.4270637,309.6744804,2684.619185,13.735276,57.9188712,3.323613481,6.843600517,54.9524813,0,0,0,0,0,0,3861.434727
2026-09-01 0:50,CNC-03,H,298.409078,309.5758896,2804.566372,11.41780979,69.62310329,3.299251152,5.957339569,55.62667461,0,0,1,0,0,1,3353.336562
2026-09-01 0:51,CNC-01,L,298.9560817,311.9705879,2690.663542,20.2928,94.48611764,3.324560853,10.29730154,51.28303187,0,0,0,0,0,0,5717.813519
2026-09-01 0:51,CNC-02,M,298.1802545,310.661359,2754.259277,16.3922112,58.9488712,3.333474259,8.478475794,52.22450985,0,0,0,0,0,0,4727.929368
2026-09-01 0:51,CNC-03,H,298.3338955,310.6507802,2677.822578,16.92193707,70.7049088,3.281870779,8.317191303,54.62424461,0,0,0,0,0,0,4745.265239
2026-09-01 0:52,CNC-01,L,298.9923385,311.0142301,2799.217146,15.56626269,95.51611764,3.393806465,8.216010978,58.76255198,0,0,0,0,0,0,4562.990481
2026-09-01 0:52,CNC-02,M,298.5545119,311.3750398,2764.506529,20.4460352,60.02148468,3.378570008,10.47443075,56.59314179,0,0,0,0,0,0,5919.095433
2026-09-01 0:52,CNC-03,H,298.7427589,310.7709151,2651.43409,16.80973476,71.78450084,3.177238796,8.268097318,53.35506957,0,0,0,0,0,0,4667.34941
2026-09-01 0:53,CNC-01,L,298.7420214,311.5395416,2658.955177,19.30185966,96.5737151,3.239163149,9.646447012,48.71879563,0,0,0,0,0,0,5374.508919
2026-09-01 0:53,CNC-02,M,298.3013759,309.6044747,2850.349969,12.24629987,61.06030881,3.462270282,6.384981859,53.24916751,0,0,0,0,0,0,3655.372954
2026-09-01 0:53,CNC-03,H,298.3704423,311.0012296,2668.701113,17.5930299,72.86571536,3.232778754,8.717758218,53.56481851,0,0,0,0,0,0,4916.648891
2026-09-01 0:54,CNC-01,L,298.780946,310.2795633,2697.226324,13.47801949,97.62706404,3.441098309,6.800640105,53.00731513,0,0,0,0,0,0,3806.905424
